/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/35/356F5F81eF4bba80dc122f926658e9B5905362C8_TATE.sol,8,115,132,103,21,898,733,5
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/ea/eabafcdc7a7ad024b3bfa76c5d9d768dd1c87a46_DecentralandBuyer.sol,2,10,36,5,3,166,81,74
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/ea/eaaf270436a0ed397ed23bbf64df7b1dcaff142f_BattleDromeICO.sol,3,32,66,30,2,306,191,68
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/97/97a89a0286a673ac8cdabbc42e5b2aaae74b09e5__0xDogecoin.sol,7,54,56,24,4,439,221,117
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/97/978b9f5a7a7465df9a10c68f8cb27367cce53a9b_MiniCult.sol,9,187,173,137,10,1200,960,46
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/7a/7a1f4c713b7ced54b86a3baca9cbda91d2ef27fc_AMBROSUSFund.sol,2,9,20,3,2,119,49,41
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/7a/7a2d011c76Ed33bD56875f02d38571692BDe0563_SAAS.sol,10,176,99,120,5,1547,746,600
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/7a/7Af3460d552f832fD7E2DE973c628ACeA59B0712_NftSquid.sol,24,565,226,626,5,2605,1009,1193
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/7a/7a21270190Dcb9f9D7f9802f5b0C4cA5e83a974c_Comptroller.sol,25,474,350,489,6,4780,2314,1654
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/6f/6f8655032885e22268a74703b76b43db0acef582_RocketFuelV2.sol,7,91,110,92,12,712,536,17
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/c8/c80c5e40220172b36adee2c951f26f2a577810c5_BankeraToken.sol,5,73,54,113,9,630,427,117
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/c8/c8f0fcc41b3364a770e7ef1bbd22e2fc768c6e87_TokenLayer.sol,5,91,66,111,4,578,455,8
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/c5/c58f14af29ec15bbbf2734fe7f4fe8bc4448d38f_CrowdsaleMinter.sol,8,44,82,34,4,494,336,83
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/c5/c5CB2910Eeaa2f6CC54911C6c4DCd3b3D441BD30_AISTUPIDITYBOT.sol,7,73,96,38,7,552,401,22
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/49/491965ec0837092039550e96ca6a46fdaf9d3ca3_TOMMY.sol,9,186,173,135,10,1193,957,44
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/c3/c3face972c68fd6e1d452e6a5beb47c98fe9537e_AlphaCoin.sol,10,188,152,128,12,973,750,36
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/00/00051036a814B43866b4246ae6854DB8E1b95870_BOWSER.sol,7,73,96,38,7,553,401,24
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/00/00fc2e075bc935c7c4283d277b90e6b9c822a105_PoolManager.sol,3,44,84,23,4,496,318,75
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/ee/ee8965ca57f9d252a8d5da1faa5f7d85ad78a24f__RamenCoin.sol,6,44,56,24,4,662,214,114
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/e2/e21eb031ef38239b090ee640425390d8b46f411f_yTUSD.sol,20,161,139,149,9,866,713,44
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/75/752e3e48f0c128ff3722207f083c010adabb0db6_MoutaiToken.sol,9,114,92,99,3,1080,418,553
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/bb/bbac3008ae312a01ae3806590f1fe49030ad8f6b_VALIDATOOR.sol,11,216,93,134,5,1573,804,557
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/49/49AAa160506F7e07E6C3F6cD6316b6866025cDcB_Lira.sol,6,45,58,24,4,277,215,2
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/78/785c3570623f3d61225659744a5eb2ea83bc1e9d_ShintakuToken.sol,12,154,158,104,2,872,400,327
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/cd/cd8dd2891df222dddebbeb77748a3c59c843c4e0_GaugeD1.sol,6,59,75,65,4,869,350,404
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/00/00BE030392f68736A79415E4c5F378933fE270e5_CoinInterestModel.sol,17,149,36,50,2,632,387,132
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/1e/1e2800512f33e0dd0f4b5af7dca019a129560ee0__0xLitecoinToken.sol,6,44,56,24,4,662,214,114
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/d9/d95952531e44332fe293072ad7692ee72f97d746_SHISHIB.sol,9,186,173,135,10,1193,957,44
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/d9/d9506121D67fb918AC47AF0b883730694bE9377C_Kannabiz.sol,6,46,65,26,4,551,316,92
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/10/10b40279f5548b2022479d7c66e63e52b2fb19af_ElonsNewYear.sol,10,188,152,128,12,972,750,35
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/d7/d79b26f2c0af8bce00a83d3b24106837e3f19746_HmcDistributor.sol,2,11,20,7,2,108,85,7
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/68/681f453510adab676724074d212c986ecb53726e_AvPresale.sol,1,13,26,23,3,196,140,25
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/d7/d79b3d20BF9e9d54C4da992FDa0b52861FB67575_CryptoWarriorCore.sol,27,1056,1795,1307,10,4074,2352,1029
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/1c/1c9be00d799132986edcd2d099b9f28e5757677c__0xEtherToken.sol,5,37,46,17,4,343,182,92
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/68/68223dF196B3c46b7eb30a154DC79AA0A9d7907A_MusiconomiCrowdsale.sol,5,31,76,30,6,358,262,45
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/0a/0adadf6b6be1afad94d908b6bc4695dada64074c_DragonKing.sol,6,59,164,73,19,986,617,261
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/24/24c8a171c1a5a9f1a0a18ba9631cfc4838e53003_TheOrbETH.sol,10,188,152,128,12,981,750,45
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/24/24accb145b9156a62d075d7d788609fdc49f2b51_PopCoins.sol,10,188,152,128,12,979,750,41
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/6d/6dd655f10d4b9e242ae186d9050b68f725c76d76_Api3Pool.sol,20,892,785,588,6,2147,1414,480
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/21/21d83b0c82e6735061a1f80efe5b7cc3dc112912_ROBUtilityToken.sol,7,47,46,15,5,274,139,92
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/8b/8b9b09108c8c27479ecd2bf334c9248963667def_BabyCult.sol,9,186,173,136,10,1300,958,149
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/36/360Fc9D2e471fe57301b714f3038Ceb440dB9cBC_Address.sol,9,186,173,135,10,1196,957,46
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/e3/e3eab4679677fcdd1492051ad217cfee17dedfdf_yDAI.sol,20,161,139,149,9,866,713,44
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/c0/c09347297f274807415eb17364c77b52f9f95b9f_BattleProvider.sol,27,1056,1795,1307,10,4074,2352,1029
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/2b/2bf91c18cd4ae9c2f2858ef9fe518180f7b5096d__KiwiToken.sol,7,54,56,24,4,423,221,104
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/2b/2bcC8dd5542D84bb5506a00aeb31717176E0630A_PEPEGPT.sol,8,115,133,103,22,884,732,8
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/ad/ade763b4966daf2178aae0854b377eceb428f308_NNIncome.sol,8,81,33,25,4,616,202,285
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/ad/ad1886e1Ad620342e50063e105EA8d4949428946_GTA6.sol,8,115,132,103,22,878,732,5
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/e9/e9554160865134bd8404243ffd7374f377673293_JUNKToken.sol,9,115,94,100,3,1077,423,546
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/b7/b7b8f52b25132d91cc9454b3a6adc80704ca4b86_Ahegao.sol,8,119,139,109,18,771,561,45
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/2b/2b2b0559081c41e962777b5049632fdb30f7e652_BitDefi.sol,4,52,52,30,2,260,197,3
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/29/29c379af72742461d18c0633d25c4ec3f766508e_Shyba.sol,9,186,173,135,10,1192,957,44
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/3f/3f022a29a2db9dd25596f73cb33aea35bb5b957e_TokenContract.sol,10,176,125,113,13,1090,797,124
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/4d/4Dc868D79611C2bdcA51dEE62873EB3A31423B47_DecentralandBuyer.sol,2,10,36,5,3,166,81,74
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/3f/3f9e39f38c957245b99259ae23508c7674c25333_CryptoEquations.sol,15,336,141,314,11,1261,490,609
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/a6/a643a2272b6170994872bb24759f4d928631d940_CrowdsaleMinter.sol,8,44,82,34,4,494,336,83
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/10/10c29225192e1d5341d8002eb1d89e2c14539d86_SaitamaNewYear.sol,10,188,152,128,12,974,750,37
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/ba/ba3f51682510ec30d584b633e058d6daef60ed41_AnonymousCult.sol,9,188,173,138,10,1208,963,50
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/13/13FA06dc917cC88d977485a51F4c06856B89F087_Tinu.sol,10,176,99,120,5,1496,746,549
/home/wangzexu/pdg_-se/pdg_patch/input/mainnet/93/932a3d06e6d28114eee68af317e66f2c13cae981_HmcDistributor.sol,2,11,20,7,2,108,85,7
